bits,N,y,q,r,N_digits,y_digits,q_digits,r_digits,q_norm,q_bin,exact,correct_digits,valid_digits
8,143,8606,60,26,3,4,2,2,0.42253521,Q25_50,0,1,2
8,143,4680,32,104,3,4,2,3,0.22535211,Q0_25,0,2,3
8,143,5266,36,118,3,4,2,3,0.25352113,Q25_50,0,1,3
8,143,18316,128,12,3,5,3,2,0.90140845,Q75_100,0,1,2
8,143,4179,29,32,3,4,2,2,0.20422535,Q0_25,0,1,2
8,143,7096,49,89,3,4,2,2,0.34507042,Q25_50,0,0,2
8,143,15132,105,117,3,5,3,3,0.73943662,Q50_75,0,2,3
8,143,17427,121,124,3,5,3,3,0.85211268,Q75_100,0,2,3
8,143,6985,48,121,3,4,2,3,0.33802817,Q25_50,0,2,3
8,143,15143,105,128,3,5,3,3,0.73943662,Q50_75,0,2,3
8,143,5120,35,115,3,4,2,3,0.24647887,Q0_25,0,2,3
8,143,5985,41,122,3,4,2,3,0.28873239,Q25_50,0,2,3
8,143,17976,125,101,3,5,3,3,0.88028169,Q75_100,0,1,3
8,143,13303,93,4,3,5,2,1,0.65492958,Q50_75,0,0,1
8,143,18898,132,22,3,5,3,2,0.92957746,Q75_100,0,1,2
8,143,13483,94,41,3,5,2,2,0.66197183,Q50_75,0,1,2
8,143,17047,119,30,3,5,3,2,0.83802817,Q75_100,0,1,2
8,143,18884,132,8,3,5,3,1,0.92957746,Q75_100,0,0,1
8,143,3951,27,90,3,4,2,2,0.19014085,Q0_25,0,0,2
8,143,20170,141,7,3,5,3,1,0.99295775,Q75_100,0,0,1
8,143,16522,115,77,3,5,3,2,0.80985915,Q75_100,0,1,2
8,143,18224,127,63,3,5,3,2,0.8943662,Q75_100,1,2,2
8,143,9340,65,45,3,4,2,2,0.45774648,Q25_50,0,0,2
8,143,18109,126,91,3,5,3,2,0.88732394,Q75_100,0,1,2
8,143,18555,129,108,3,5,3,3,0.9084507,Q75_100,0,1,3
8,143,16331,114,29,3,5,3,2,0.8028169,Q75_100,0,1,2
8,143,18329,128,25,3,5,3,2,0.90140845,Q75_100,0,1,2
8,143,10404,72,108,3,5,2,3,0.50704225,Q50_75,0,1,3
8,143,5988,41,125,3,4,2,3,0.28873239,Q25_50,0,2,3
8,143,17268,120,108,3,5,3,3,0.84507042,Q75_100,0,2,3
8,143,13914,97,43,3,5,2,2,0.68309859,Q50_75,1,2,2
8,143,11643,81,60,3,5,2,2,0.57042254,Q50_75,0,0,2
8,143,14734,103,5,3,5,3,1,0.72535211,Q50_75,0,0,1
8,143,12578,87,137,3,5,2,3,0.61267606,Q50_75,0,2,3
8,143,1940,13,81,3,4,2,2,0.0915493,Q0_25,0,1,2
8,143,19336,135,31,3,5,3,2,0.95070423,Q75_100,0,0,2
8,143,7248,50,98,3,4,2,2,0.35211268,Q25_50,0,1,2
8,143,2523,17,92,3,4,2,2,0.11971831,Q0_25,0,1,2
8,143,9065,63,56,3,4,2,2,0.44366197,Q25_50,0,0,2
8,143,11043,77,32,3,5,2,2,0.54225352,Q50_75,0,0,2
8,143,12674,88,90,3,5,2,2,0.61971831,Q50_75,0,0,2
8,143,9978,69,111,3,4,2,3,0.48591549,Q25_50,0,2,3
8,143,14388,100,88,3,5,3,2,0.70422535,Q50_75,0,1,2
8,143,5496,38,62,3,4,2,2,0.26760563,Q25_50,0,1,2
8,143,3463,24,31,3,4,2,2,0.16901408,Q0_25,0,1,2
8,143,1674,11,101,3,4,2,3,0.07746479,Q0_25,0,1,3
8,143,16486,115,41,3,5,3,2,0.80985915,Q75_100,0,1,2
8,143,17217,120,57,3,5,3,2,0.84507042,Q75_100,0,0,2
8,143,18209,127,48,3,5,3,2,0.8943662,Q75_100,0,0,2
8,143,9940,69,73,3,4,2,2,0.48591549,Q25_50,1,2,2
8,143,18896,132,20,3,5,3,2,0.92957746,Q75_100,0,1,2
8,143,16193,113,34,3,5,3,2,0.79577465,Q75_100,0,1,2
8,143,11055,77,44,3,5,2,2,0.54225352,Q50_75,0,1,2
8,143,9127,63,118,3,4,2,3,0.44366197,Q25_50,0,2,3
8,143,19844,138,110,3,5,3,3,0.97183099,Q75_100,0,2,3
8,143,12581,87,140,3,5,2,3,0.61267606,Q50_75,0,1,3
8,143,15160,106,2,3,5,3,1,0.74647887,Q50_75,0,0,1
8,143,9758,68,34,3,4,2,2,0.47887324,Q25_50,0,1,2
8,143,15321,107,20,3,5,3,2,0.75352113,Q75_100,0,1,2
8,143,19441,135,136,3,5,3,3,0.95070423,Q75_100,0,1,3
8,143,19295,134,133,3,5,3,3,0.94366197,Q75_100,1,3,3
8,143,9928,69,61,3,4,2,2,0.48591549,Q25_50,0,1,2
8,143,3883,27,22,3,4,2,2,0.19014085,Q0_25,0,0,2
8,143,8583,60,3,3,4,2,1,0.42253521,Q25_50,1,1,1
8,143,10950,76,82,3,5,2,2,0.53521127,Q50_75,0,1,2
8,143,18225,127,64,3,5,3,2,0.8943662,Q75_100,0,1,2
8,143,6230,43,81,3,4,2,2,0.3028169,Q25_50,0,1,2
8,143,11245,78,91,3,5,2,2,0.54929577,Q50_75,0,0,2
8,143,929,6,71,3,3,1,2,0.04225352,Q0_25,0,0,2
8,143,17355,121,52,3,5,3,2,0.85211268,Q75_100,0,1,2
8,143,15758,110,28,3,5,3,2,0.77464789,Q75_100,0,0,2
8,143,20272,141,109,3,5,3,3,0.99295775,Q75_100,0,1,3
8,143,10300,72,4,3,5,2,1,0.50704225,Q50_75,0,0,1
8,143,1024,7,23,3,4,1,2,0.04929577,Q0_25,1,2,2
8,143,16368,114,66,3,5,3,2,0.8028169,Q75_100,0,1,2
8,143,16418,114,116,3,5,3,3,0.8028169,Q75_100,0,2,3
8,143,186,1,43,3,3,1,2,0.00704225,Q0_25,0,0,2
8,143,7755,54,33,3,4,2,2,0.38028169,Q25_50,1,2,2
8,143,17023,119,6,3,5,3,1,0.83802817,Q75_100,0,0,1
8,143,11384,79,87,3,5,2,2,0.55633803,Q50_75,0,1,2
8,143,1574,11,1,3,4,2,1,0.07746479,Q0_25,0,0,1
8,143,559,3,130,3,3,1,3,0.02112676,Q0_25,0,1,3
8,143,13673,95,88,3,5,2,2,0.66901408,Q50_75,0,1,2
8,143,13907,97,36,3,5,2,2,0.68309859,Q50_75,0,1,2
8,143,19292,134,130,3,5,3,3,0.94366197,Q75_100,0,2,3
8,143,19948,139,71,3,5,3,2,0.97887324,Q75_100,0,1,2
8,143,10056,70,46,3,5,2,2,0.49295775,Q25_50,0,1,2
8,143,7034,49,27,3,4,2,2,0.34507042,Q25_50,0,1,2
8,143,11850,82,124,3,5,2,3,0.57746479,Q50_75,0,2,3
8,143,18972,132,96,3,5,3,2,0.92957746,Q75_100,0,1,2
8,143,16846,117,115,3,5,3,3,0.82394366,Q75_100,0,2,3
8,143,10899,76,31,3,5,2,2,0.53521127,Q50_75,0,0,2
8,143,16145,112,129,3,5,3,3,0.78873239,Q75_100,0,1,3
8,143,15009,104,137,3,5,3,3,0.73239437,Q50_75,0,1,3
8,143,8896,62,30,3,4,2,2,0.43661972,Q25_50,0,0,2
8,143,19075,133,56,3,5,3,2,0.93661972,Q75_100,0,0,2
8,143,15679,109,92,3,5,3,2,0.76760563,Q75_100,0,0,2
8,143,19359,135,54,3,5,3,2,0.95070423,Q75_100,0,1,2
8,143,19473,136,25,3,5,3,2,0.95774648,Q75_100,0,1,2
8,143,16676,116,88,3,5,3,2,0.81690141,Q75_100,0,1,2
8,143,19375,135,70,3,5,3,2,0.95070423,Q75_100,0,0,2
8,143,9672,67,91,3,4,2,2,0.47183099,Q25_50,0,1,2
8,143,16376,114,74,3,5,3,2,0.8028169,Q75_100,0,0,2
8,143,8241,57,90,3,4,2,2,0.40140845,Q25_50,0,1,2
8,143,12182,85,27,3,5,2,2,0.59859155,Q50_75,0,0,2
8,143,4129,28,125,3,4,2,3,0.1971831,Q0_25,0,1,3
8,143,19448,136,0,3,5,3,1,0.95774648,Q75_100,0,0,1
8,143,13701,95,116,3,5,2,3,0.66901408,Q50_75,0,2,3
8,143,13800,96,72,3,5,2,2,0.67605634,Q50_75,0,1,2
8,143,7177,50,27,3,4,2,2,0.35211268,Q25_50,0,0,2
8,143,8397,58,103,3,4,2,3,0.4084507,Q25_50,0,2,3
8,143,892,6,34,3,3,1,2,0.04225352,Q0_25,0,0,2
8,143,16966,118,92,3,5,3,2,0.83098592,Q75_100,0,1,2
8,143,17353,121,50,3,5,3,2,0.85211268,Q75_100,0,1,2
8,143,7739,54,17,3,4,2,2,0.38028169,Q25_50,0,1,2
8,143,6053,42,47,3,4,2,2,0.29577465,Q25_50,0,1,2
8,143,4600,32,24,3,4,2,2,0.22535211,Q0_25,0,1,2
8,143,311,2,25,3,3,1,2,0.01408451,Q0_25,0,0,2
8,143,3265,22,119,3,4,2,3,0.15492958,Q0_25,0,1,3
8,143,2041,14,39,3,4,2,2,0.09859155,Q0_25,0,0,2
8,143,617,4,45,3,3,1,2,0.02816901,Q0_25,0,0,2
8,143,9243,64,91,3,4,2,2,0.45070423,Q25_50,0,1,2
8,143,813,5,98,3,3,1,2,0.03521127,Q0_25,0,0,2
8,143,10403,72,107,3,5,2,3,0.50704225,Q50_75,0,1,3
8,143,10392,72,96,3,5,2,2,0.50704225,Q50_75,0,1,2
8,143,4318,30,28,3,4,2,2,0.21126761,Q0_25,0,1,2
8,143,7412,51,119,3,4,2,3,0.35915493,Q25_50,0,1,3
8,143,1007,7,6,3,4,1,1,0.04929577,Q0_25,0,0,1
8,143,3739,26,21,3,4,2,2,0.18309859,Q0_25,0,1,2
8,143,7760,54,38,3,4,2,2,0.38028169,Q25_50,0,1,2
8,143,11227,78,73,3,5,2,2,0.54929577,Q50_75,0,1,2
8,143,18663,130,73,3,5,3,2,0.91549296,Q75_100,1,2,2
8,143,11001,76,133,3,5,2,3,0.53521127,Q50_75,0,2,3
8,143,63,0,63,3,2,1,2,0.0,Q0_25,0,0,2
8,143,16860,117,129,3,5,3,3,0.82394366,Q75_100,0,1,3
8,143,1570,10,140,3,4,2,3,0.07042254,Q0_25,0,1,3
8,143,15556,108,112,3,5,3,3,0.76056338,Q75_100,0,2,3
8,143,10086,70,76,3,5,2,2,0.49295775,Q25_50,0,0,2
8,143,3746,26,28,3,4,2,2,0.18309859,Q0_25,0,1,2
8,143,14378,100,78,3,5,3,2,0.70422535,Q50_75,0,1,2
8,143,1479,10,49,3,4,2,2,0.07042254,Q0_25,0,1,2
8,143,9764,68,40,3,4,2,2,0.47887324,Q25_50,0,0,2
8,143,8024,56,16,3,4,2,2,0.3943662,Q25_50,0,1,2
8,143,4841,33,122,3,4,2,3,0.23239437,Q0_25,0,2,3
8,143,17382,121,79,3,5,3,2,0.85211268,Q75_100,0,0,2
8,143,11976,83,107,3,5,2,3,0.58450704,Q50_75,0,1,3
8,143,10437,72,141,3,5,2,3,0.50704225,Q50_75,0,1,3
8,143,15454,108,10,3,5,3,2,0.76056338,Q75_100,0,1,2
8,143,18321,128,17,3,5,3,2,0.90140845,Q75_100,0,1,2
8,143,11253,78,99,3,5,2,2,0.54929577,Q50_75,0,1,2
8,143,17914,125,39,3,5,3,2,0.88028169,Q75_100,0,0,2
8,143,18295,127,134,3,5,3,3,0.8943662,Q75_100,0,2,3
8,143,19277,134,115,3,5,3,3,0.94366197,Q75_100,0,2,3
8,143,2266,15,121,3,4,2,3,0.1056338,Q0_25,0,1,3
8,143,4356,30,66,3,4,2,2,0.21126761,Q0_25,0,1,2
8,143,7429,51,136,3,4,2,3,0.35915493,Q25_50,0,2,3
8,143,3683,25,108,3,4,2,3,0.17605634,Q0_25,0,2,3
8,143,20230,141,67,3,5,3,2,0.99295775,Q75_100,0,0,2
8,143,3525,24,93,3,4,2,2,0.16901408,Q0_25,0,1,2
8,143,11083,77,72,3,5,2,2,0.54225352,Q50_75,0,0,2
8,143,14224,99,67,3,5,2,2,0.6971831,Q50_75,0,1,2
8,143,7348,51,55,3,4,2,2,0.35915493,Q25_50,0,1,2
8,143,4802,33,83,3,4,2,2,0.23239437,Q0_25,1,2,2
8,143,6815,47,94,3,4,2,2,0.33098592,Q25_50,0,1,2
8,143,11168,78,14,3,5,2,2,0.54929577,Q50_75,0,1,2
8,143,3957,27,96,3,4,2,2,0.19014085,Q0_25,0,1,2
8,143,18933,132,57,3,5,3,2,0.92957746,Q75_100,0,0,2
8,143,11953,83,84,3,5,2,2,0.58450704,Q50_75,0,1,2
8,143,4580,32,4,3,4,2,1,0.22535211,Q0_25,0,0,1
8,143,7097,49,90,3,4,2,2,0.34507042,Q25_50,0,1,2
8,143,12961,90,91,3,5,2,2,0.63380282,Q50_75,0,1,2
8,143,18040,126,22,3,5,3,2,0.88732394,Q75_100,0,1,2
8,143,1456,10,26,3,4,2,2,0.07042254,Q0_25,0,1,2
8,143,5915,41,52,3,4,2,2,0.28873239,Q25_50,0,0,2
8,143,1981,13,122,3,4,2,3,0.0915493,Q0_25,0,2,3
8,143,1133,7,132,3,4,1,3,0.04929577,Q0_25,0,2,3
8,143,3991,27,130,3,4,2,3,0.19014085,Q0_25,0,2,3
8,143,3289,23,0,3,4,2,1,0.16197183,Q0_25,0,0,1
8,143,18533,129,86,3,5,3,2,0.9084507,Q75_100,0,0,2
8,143,3301,23,12,3,4,2,2,0.16197183,Q0_25,0,1,2
8,143,12995,90,125,3,5,2,3,0.63380282,Q50_75,0,2,3
8,143,15795,110,65,3,5,3,2,0.77464789,Q75_100,0,1,2
8,143,9093,63,84,3,4,2,2,0.44366197,Q25_50,0,1,2
8,143,16293,113,134,3,5,3,3,0.79577465,Q75_100,0,2,3
8,143,11413,79,116,3,5,2,3,0.55633803,Q50_75,0,2,3
8,143,3809,26,91,3,4,2,2,0.18309859,Q0_25,0,0,2
8,143,8051,56,43,3,4,2,2,0.3943662,Q25_50,1,2,2
8,143,11477,80,37,3,5,2,2,0.56338028,Q50_75,0,1,2
8,143,11936,83,67,3,5,2,2,0.58450704,Q50_75,0,1,2
8,143,6529,45,94,3,4,2,2,0.31690141,Q25_50,0,1,2
8,143,14357,100,57,3,5,3,2,0.70422535,Q50_75,0,1,2
8,143,14868,103,139,3,5,3,3,0.72535211,Q50_75,0,2,3
8,143,5810,40,90,3,4,2,2,0.28169014,Q25_50,0,0,2
8,143,9582,67,1,3,4,2,1,0.47183099,Q25_50,0,0,1
8,143,16624,116,36,3,5,3,2,0.81690141,Q75_100,0,1,2
8,143,18737,131,4,3,5,3,1,0.92253521,Q75_100,0,0,1
8,143,6755,47,34,3,4,2,2,0.33098592,Q25_50,0,1,2
8,143,2454,17,23,3,4,2,2,0.11971831,Q0_25,1,2,2
8,143,9696,67,115,3,4,2,3,0.47183099,Q25_50,0,2,3
8,143,4256,29,109,3,4,2,3,0.20422535,Q0_25,0,1,3
8,143,9828,68,104,3,4,2,3,0.47887324,Q25_50,0,2,3
8,143,18030,126,12,3,5,3,2,0.88732394,Q75_100,0,1,2
8,143,12276,85,121,3,5,2,3,0.59859155,Q50_75,0,2,3
8,143,11931,83,62,3,5,2,2,0.58450704,Q50_75,0,1,2
8,143,20424,142,118,3,5,3,3,1.0,Q75_100,0,1,3
8,143,11185,78,31,3,5,2,2,0.54929577,Q50_75,0,0,2
8,143,16646,116,58,3,5,3,2,0.81690141,Q75_100,0,1,2
8,143,16385,114,83,3,5,3,2,0.8028169,Q75_100,1,2,2
8,143,4166,29,19,3,4,2,2,0.20422535,Q0_25,0,1,2
8,143,13921,97,50,3,5,2,2,0.68309859,Q50_75,0,1,2
8,143,4330,30,40,3,4,2,2,0.21126761,Q0_25,0,1,2
8,143,15653,109,66,3,5,3,2,0.76760563,Q75_100,0,1,2
8,143,18126,126,108,3,5,3,3,0.88732394,Q75_100,0,2,3
8,143,4022,28,18,3,4,2,2,0.1971831,Q0_25,0,0,2
8,143,14380,100,80,3,5,3,2,0.70422535,Q50_75,0,1,2
8,143,13005,90,135,3,5,2,3,0.63380282,Q50_75,0,1,3
8,143,12777,89,50,3,5,2,2,0.62676056,Q50_75,0,1,2
8,143,16565,115,120,3,5,3,3,0.80985915,Q75_100,0,2,3
8,143,8730,61,7,3,4,2,1,0.42957746,Q25_50,0,0,1
8,143,13214,92,58,3,5,2,2,0.64788732,Q50_75,0,0,2
8,143,19512,136,64,3,5,3,2,0.95774648,Q75_100,0,1,2
8,143,1445,10,15,3,4,2,2,0.07042254,Q0_25,0,0,2
8,143,4155,29,8,3,4,2,1,0.20422535,Q0_25,0,0,1
8,143,17206,120,46,3,5,3,2,0.84507042,Q75_100,0,1,2
8,143,17606,123,17,3,5,3,2,0.86619718,Q75_100,0,0,2
8,143,2573,17,142,3,4,2,3,0.11971831,Q0_25,0,1,3
8,143,1239,8,95,3,4,1,2,0.05633803,Q0_25,0,0,2
8,143,20024,140,4,3,5,3,1,0.98591549,Q75_100,0,0,1
8,143,20091,140,71,3,5,3,2,0.98591549,Q75_100,0,1,2
8,143,4886,34,24,3,4,2,2,0.23943662,Q0_25,0,1,2
8,143,12110,84,98,3,5,2,2,0.5915493,Q50_75,0,1,2
8,143,1247,8,103,3,4,1,3,0.05633803,Q0_25,0,2,3
8,143,465,3,36,3,3,1,2,0.02112676,Q0_25,0,0,2
8,143,3210,22,64,3,4,2,2,0.15492958,Q0_25,0,1,2
8,143,15380,107,79,3,5,3,2,0.75352113,Q75_100,0,0,2
8,143,5961,41,98,3,4,2,2,0.28873239,Q25_50,0,0,2
8,143,6381,44,89,3,4,2,2,0.30985915,Q25_50,0,0,2
8,143,17060,119,43,3,5,3,2,0.83802817,Q75_100,1,2,2
8,143,2440,17,9,3,4,2,1,0.11971831,Q0_25,0,0,1
8,143,10144,70,134,3,5,2,3,0.49295775,Q25_50,0,2,3
8,143,3402,23,113,3,4,2,3,0.16197183,Q0_25,1,3,3
8,143,3310,23,21,3,4,2,2,0.16197183,Q0_25,0,1,2
8,143,20443,142,137,3,5,3,3,1.0,Q75_100,0,2,3
8,143,9229,64,77,3,4,2,2,0.45070423,Q25_50,0,1,2
8,143,444,3,15,3,3,1,2,0.02112676,Q0_25,1,2,2
8,143,15037,105,22,3,5,3,2,0.73943662,Q50_75,0,1,2
8,143,7190,50,40,3,4,2,2,0.35211268,Q25_50,0,1,2
8,143,19970,139,93,3,5,3,2,0.97887324,Q75_100,1,2,2
8,143,19928,139,51,3,5,3,2,0.97887324,Q75_100,0,1,2
8,143,5061,35,56,3,4,2,2,0.24647887,Q0_25,0,1,2
8,143,406,2,120,3,3,1,3,0.01408451,Q0_25,0,1,3
8,143,13256,92,100,3,5,2,3,0.64788732,Q50_75,0,1,3
8,143,12712,88,128,3,5,2,3,0.61971831,Q50_75,0,2,3
8,143,13725,95,140,3,5,2,3,0.66901408,Q50_75,0,2,3
8,143,14906,104,34,3,5,3,2,0.73239437,Q50_75,0,1,2
8,143,6339,44,47,3,4,2,2,0.30985915,Q25_50,0,1,2
8,143,10537,73,98,3,5,2,2,0.51408451,Q50_75,0,1,2
8,143,13056,91,43,3,5,2,2,0.64084507,Q50_75,1,2,2
8,143,8313,58,19,3,4,2,2,0.4084507,Q25_50,0,0,2
8,143,9180,64,28,3,4,2,2,0.45070423,Q25_50,0,0,2
8,143,2275,15,130,3,4,2,3,0.1056338,Q0_25,0,2,3
8,143,971,6,113,3,3,1,3,0.04225352,Q0_25,0,2,3
8,143,15440,107,139,3,5,3,3,0.75352113,Q75_100,0,2,3
8,143,8782,61,59,3,4,2,2,0.42957746,Q25_50,0,0,2
8,143,13063,91,50,3,5,2,2,0.64084507,Q50_75,0,0,2
8,143,13196,92,40,3,5,2,2,0.64788732,Q50_75,0,1,2
8,143,13615,95,30,3,5,2,2,0.66901408,Q50_75,1,2,2
8,143,15760,110,30,3,5,3,2,0.77464789,Q75_100,0,1,2
8,143,8873,62,7,3,4,2,1,0.43661972,Q25_50,0,0,1
8,143,16018,112,2,3,5,3,1,0.78873239,Q75_100,0,0,1
8,143,4589,32,13,3,4,2,2,0.22535211,Q0_25,1,2,2
8,143,7840,54,118,3,4,2,3,0.38028169,Q25_50,0,1,3
8,143,17005,118,131,3,5,3,3,0.83098592,Q75_100,0,1,3
8,143,4946,34,84,3,4,2,2,0.23943662,Q0_25,0,1,2
8,143,17373,121,70,3,5,3,2,0.85211268,Q75_100,0,0,2
8,143,6519,45,84,3,4,2,2,0.31690141,Q25_50,0,1,2
8,143,8314,58,20,3,4,2,2,0.4084507,Q25_50,0,1,2
8,143,13414,93,115,3,5,2,3,0.65492958,Q50_75,0,2,3
8,143,7374,51,81,3,4,2,2,0.35915493,Q25_50,0,1,2
8,143,10557,73,118,3,5,2,3,0.51408451,Q50_75,0,2,3
8,143,7063,49,56,3,4,2,2,0.34507042,Q25_50,0,1,2
8,143,10116,70,106,3,5,2,3,0.49295775,Q25_50,0,1,3
8,143,19199,134,37,3,5,3,2,0.94366197,Q75_100,0,0,2
8,143,18313,128,9,3,5,3,1,0.90140845,Q75_100,0,0,1
8,143,6330,44,38,3,4,2,2,0.30985915,Q25_50,0,0,2
8,143,6890,48,26,3,4,2,2,0.33802817,Q25_50,0,1,2
8,143,11101,77,90,3,5,2,2,0.54225352,Q50_75,0,0,2
8,143,299,2,13,3,3,1,2,0.01408451,Q0_25,0,1,2
8,143,928,6,70,3,3,1,2,0.04225352,Q0_25,0,0,2
8,143,3891,27,30,3,4,2,2,0.19014085,Q0_25,0,0,2
8,143,4146,28,142,3,4,2,3,0.1971831,Q0_25,0,1,3
8,143,403,2,117,3,3,1,3,0.01408451,Q0_25,0,2,3
8,143,12239,85,84,3,5,2,2,0.59859155,Q50_75,0,0,2
8,143,10735,75,10,3,5,2,2,0.52816901,Q50_75,0,1,2
8,143,14342,100,42,3,5,3,2,0.70422535,Q50_75,0,1,2
8,143,1941,13,82,3,4,2,2,0.0915493,Q0_25,0,1,2
8,143,40,0,40,3,2,1,2,0.0,Q0_25,0,0,2
8,143,11302,79,5,3,5,2,1,0.55633803,Q50_75,0,0,1
8,143,4908,34,46,3,4,2,2,0.23943662,Q0_25,0,1,2
8,143,14891,104,19,3,5,3,2,0.73239437,Q50_75,0,0,2
8,143,815,5,100,3,3,1,3,0.03521127,Q0_25,0,1,3
8,143,501,3,72,3,3,1,2,0.02112676,Q0_25,0,0,2
8,143,13264,92,108,3,5,2,3,0.64788732,Q50_75,0,2,3
8,143,7477,52,41,3,4,2,2,0.36619718,Q25_50,0,1,2
8,143,8869,62,3,3,4,2,1,0.43661972,Q25_50,1,1,1
8,143,16317,114,15,3,5,3,2,0.8028169,Q75_100,0,0,2
8,143,18565,129,118,3,5,3,3,0.9084507,Q75_100,0,1,3
8,143,14299,99,142,3,5,2,3,0.6971831,Q50_75,0,2,3
8,143,4203,29,56,3,4,2,2,0.20422535,Q0_25,0,1,2
8,143,9807,68,83,3,4,2,2,0.47887324,Q25_50,1,2,2
8,143,123,0,123,3,3,1,3,0.0,Q0_25,0,1,3
8,143,19974,139,97,3,5,3,2,0.97887324,Q75_100,0,1,2
8,143,12878,90,8,3,5,2,1,0.63380282,Q50_75,0,0,1
8,143,4682,32,106,3,4,2,3,0.22535211,Q0_25,0,1,3
8,143,180,1,37,3,3,1,2,0.00704225,Q0_25,0,1,2
8,143,8284,57,133,3,4,2,3,0.40140845,Q25_50,1,3,3
8,143,19645,137,54,3,5,3,2,0.96478873,Q75_100,0,1,2
8,143,16638,116,50,3,5,3,2,0.81690141,Q75_100,0,1,2
8,143,682,4,110,3,3,1,3,0.02816901,Q0_25,0,2,3
8,143,11601,81,18,3,5,2,2,0.57042254,Q50_75,0,1,2
8,143,11765,82,39,3,5,2,2,0.57746479,Q50_75,0,1,2
8,143,18779,131,46,3,5,3,2,0.92253521,Q75_100,0,0,2
8,143,16429,114,127,3,5,3,3,0.8028169,Q75_100,0,2,3
8,143,13925,97,54,3,5,2,2,0.68309859,Q50_75,0,1,2
8,143,13162,92,6,3,5,2,1,0.64788732,Q50_75,0,0,1
8,143,18159,126,141,3,5,3,3,0.88732394,Q75_100,0,2,3
8,143,17390,121,87,3,5,3,2,0.85211268,Q75_100,0,0,2
8,143,823,5,108,3,3,1,3,0.03521127,Q0_25,0,1,3
8,143,3821,26,103,3,4,2,3,0.18309859,Q0_25,1,3,3
8,143,14755,103,26,3,5,3,2,0.72535211,Q50_75,0,1,2
8,143,2348,16,60,3,4,2,2,0.11267606,Q0_25,0,0,2
8,143,15457,108,13,3,5,3,2,0.76056338,Q75_100,1,2,2
8,143,4057,28,53,3,4,2,2,0.1971831,Q0_25,1,2,2
8,143,7792,54,70,3,4,2,2,0.38028169,Q25_50,0,0,2
8,143,13004,90,134,3,5,2,3,0.63380282,Q50_75,0,1,3
8,143,9781,68,57,3,4,2,2,0.47887324,Q25_50,0,1,2
8,143,14998,104,126,3,5,3,3,0.73239437,Q50_75,0,1,3
8,143,17808,124,76,3,5,3,2,0.87323944,Q75_100,0,1,2
8,143,9462,66,24,3,4,2,2,0.46478873,Q25_50,0,1,2
8,143,15826,110,96,3,5,3,2,0.77464789,Q75_100,0,1,2
8,143,17325,121,22,3,5,3,2,0.85211268,Q75_100,0,1,2
8,143,16328,114,26,3,5,3,2,0.8028169,Q75_100,0,1,2
8,143,11804,82,78,3,5,2,2,0.57746479,Q50_75,0,1,2
8,143,19169,134,7,3,5,3,1,0.94366197,Q75_100,0,0,1
8,143,8752,61,29,3,4,2,2,0.42957746,Q25_50,0,0,2
8,143,10238,71,85,3,5,2,2,0.5,Q50_75,0,1,2
8,143,15171,106,13,3,5,3,2,0.74647887,Q50_75,1,2,2
8,143,6086,42,80,3,4,2,2,0.29577465,Q25_50,0,0,2
8,143,9632,67,51,3,4,2,2,0.47183099,Q25_50,0,1,2
8,143,19422,135,117,3,5,3,3,0.95070423,Q75_100,0,1,3
8,143,11843,82,117,3,5,2,3,0.57746479,Q50_75,0,2,3
8,143,20148,140,128,3,5,3,3,0.98591549,Q75_100,0,1,3
8,143,18350,128,46,3,5,3,2,0.90140845,Q75_100,0,0,2
8,143,9037,63,28,3,4,2,2,0.44366197,Q25_50,0,0,2
8,143,4713,32,137,3,4,2,3,0.22535211,Q0_25,0,2,3
8,143,1202,8,58,3,4,1,2,0.05633803,Q0_25,0,1,2
8,143,17846,124,114,3,5,3,3,0.87323944,Q75_100,0,2,3
8,143,19498,136,50,3,5,3,2,0.95774648,Q75_100,0,1,2
8,143,2006,14,4,3,4,2,1,0.09859155,Q0_25,0,0,1
8,143,8723,61,0,3,4,2,1,0.42957746,Q25_50,0,0,1
8,143,14018,98,4,3,5,2,1,0.69014085,Q50_75,0,0,1
8,143,18590,130,0,3,5,3,1,0.91549296,Q75_100,0,0,1
8,143,20153,140,133,3,5,3,3,0.98591549,Q75_100,0,1,3
8,143,1254,8,110,3,4,1,3,0.05633803,Q0_25,0,2,3
8,143,3018,21,15,3,4,2,2,0.14788732,Q0_25,0,0,2
8,143,120,0,120,3,3,1,3,0.0,Q0_25,0,1,3
8,143,10769,75,44,3,5,2,2,0.52816901,Q50_75,0,1,2
8,143,9822,68,98,3,4,2,2,0.47887324,Q25_50,0,0,2
8,143,13871,97,0,3,5,2,1,0.68309859,Q50_75,0,0,1
8,143,2909,20,49,3,4,2,2,0.14084507,Q0_25,0,1,2
8,143,5159,36,11,3,4,2,2,0.25352113,Q25_50,0,1,2
8,143,17144,119,127,3,5,3,3,0.83802817,Q75_100,0,1,3
8,143,9947,69,80,3,4,2,2,0.48591549,Q25_50,0,1,2
8,143,4885,34,23,3,4,2,2,0.23943662,Q0_25,1,2,2
8,143,5953,41,90,3,4,2,2,0.28873239,Q25_50,0,0,2
8,143,2084,14,82,3,4,2,2,0.09859155,Q0_25,0,1,2
8,143,3470,24,38,3,4,2,2,0.16901408,Q0_25,0,1,2
